"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1849591853739540716","Thu Oct 24 23:20:36 +0000 2024","0","emangnya yg lu bawa kalo beneran pilotnya zionis israel? ato kafir harbi? ato negara kita dalam kondisi perang? syahid dari hongkong kalo membunuh sesama muslim blog! makanya ngaji! biargak dikotorin paham extrimis cc @ahriesonta @DivHumas_Polri","1849591853739540716","","","in","Banyuwangi, Indonesia","0","0","0","https://x.com/nusantara1928/status/1849591853739540716","1603577301526286336","nusantara1928"
"1849495662951620794","Thu Oct 24 23:18:50 +0000 2024","0","@Andria75777 Liciknya itu TNI dan polri dari kabinet Jokowi menutup gerak Prabowo","1849591410183540896","","Andria75777","in","","0","0","0","https://x.com/askatirafaskaji/status/1849591410183540896","1597284468368486405","askatirafaskaji"
"1849591066330267817","Thu Oct 24 23:17:28 +0000 2024","49","Melawan PTDH Rudy Soik Polisi Pengungkap Penimbunan BBM di NTT Berniat Datangi Mabes Polri https://t.co/PfxFtjZ2FH","1849591066330267817","","","in","","0","4","17","https://x.com/OposisiCerdas/status/1849591066330267817","887743587579944960","OposisiCerdas"
"1849334059320623360","Thu Oct 24 23:16:30 +0000 2024","0","@liaasister @DivHumas_Polri @ListyoSigitP Pecat anggota bapak gak pantas ada intansi kepolisian RI model begini pak. Itu guru gak bersalah &amp; tdk melakukan kekerasan terhadap guru. Jika bapak gak pecat anggota bapak itu Rakyat tidak akan percaya lagi dgn polisi. Bikin malu kepolisian RI.","1849590822603456744","","liaasister","in","","0","0","0","https://x.com/snmbela_oloan/status/1849590822603456744","703456745738272768","snmbela_oloan"
"1848981589977666009","Thu Oct 24 23:10:41 +0000 2024","0","@adri_7i @CCICPolri @ListyoSigitP @DivHumas_Polri @prabowo @gibran_tweet Kamu aja tunggu ditangkap Kalau Pak Jokowi itu kesayangan rakyat Indonesia Begitu bro","1849589358447431924","","bupon__","in","","0","1","0","https://x.com/richardo_e57340/status/1849589358447431924","1826568648104038400","richardo_e57340"
"1849378598039461984","Thu Oct 24 23:09:54 +0000 2024","0","@Cintada16 @DivHumas_Polri @BawasluJateng @bawaslu_RI @prabowo Politik comberan ala Mulyono...","1849589160199491804","","Cintada16","in","","0","0","0","https://x.com/JMGerarddaSilva/status/1849589160199491804","1412448529","JMGerarddaSilva"
"1849588202417553813","Thu Oct 24 23:06:05 +0000 2024","0","Indonesia bukan kacung manusia gurun @mohmahfudmd @MajelisUlamaID @MUIPusat @Kemenag_RI @DPR_RI @Itjen_Kemdikbud @kemkominfo @PolhukamRI @Kemendagri_RI @jokowi @nadiemmakarim @Kemdikbud_RI @na_dirs @DivHumas_Polri @KomnasHAM @aagym @BNPTRI @KPAI_official @ListyoSigitP?","1849588202417553813","","","in","Blue Earth, MN","0","0","0","https://x.com/jelasbukanonta/status/1849588202417553813","2687473422","jelasbukanonta"
"1849334059320623360","Thu Oct 24 23:01:06 +0000 2024","0","@liaasister @DivHumas_Polri jenderal @ListyoSigitP @JDIHKonsel Brengsek ah polisi","1849586946479358189","","liaasister","in","","0","0","0","https://x.com/fufufafa_11/status/1849586946479358189","1839711446701355010","fufufafa_11"
"1849586788781916354","Thu Oct 24 23:00:28 +0000 2024","2","Kalau benar Ju-Ber ini sebaiknya di atensi oleh @ListyoSigitP @DivHumas_Polri @ahriesonta @KaredokLeunca__ https://t.co/sN4khiDr0n","1849586788781916354","https://pbs.twimg.com/media/GasNYFRaAAAe4n5.jpg","","in","","0","0","0","https://x.com/ebe_ganzo/status/1849586788781916354","1449222685678968837","ebe_ganzo"
"1849559096594399370","Thu Oct 24 22:59:07 +0000 2024","5","@kamto_adi Halo @DivHumas_Polri @setkabgoid tangkap itu pemilik akun CatatanAli7 jangan sampai terlambat mengantisipasi hal buruk. @Puspen_TNI","1849586446744813988","","kamto_adi","in","Lelaki yg mencari_Mu","0","1","1","https://x.com/kipyiksamgong/status/1849586446744813988","985730749209788416","kipyiksamgong"
"1849585743364227096","Thu Oct 24 22:56:19 +0000 2024","0","Jalin Kedekatan Dengan Warga Kanit Binmas Polsek Senori Polres Tuban Polda Jatim Ikuti Kerja Bhakti Bersama Warga Desa Medalem @DivHumas_Polri @1polrestuban @PolsekSenori @bidhumas_jatim #polisi #police #polisiviral #polisijatim #polri #polripresisi #polisiindonesia https://t.co/P0lQB79xHx","1849585743364227096","https://pbs.twimg.com/media/GasMbl3awAA7bv3.jpg","","in","","0","0","0","https://x.com/PolsekSenori/status/1849585743364227096","1415071104167604224","PolsekSenori"
"1849280933624791316","Thu Oct 24 22:55:52 +0000 2024","0","@awank2017 @DivHumas_Polri @Puspen_TNI @ditjen_imigrasi semoga pak Prabowo tegas","1849585628046033395","","awank2017","in","𝒄𝒓𝒚𝒑𝒕𝒐 𝒎𝒂𝒓𝒌𝒆𝒕","0","0","0","https://x.com/hugovittorio2/status/1849585628046033395","960455865567358976","hugovittorio2"
"1849585072338518459","Thu Oct 24 22:53:39 +0000 2024","1","Live report giat Patroli Subuh Piket 10.50 Sat Lantas Prabumulih di Jl. Jend. Sudirman Kota Prabumulih. Jumat 25 Oktober 2024. @NTMCLantasPolri @SosmedNtmc @PolisiSumsel @ResPbm @sumsel_polda @Spripim_Polri #kapoldasumsel #kapolresprabumulih https://t.co/FF3zogn5VI","1849585072338518459","https://pbs.twimg.com/ext_tw_video_thumb/1849584655122694148/pu/img/KTSt82hP3nn8O-rz.jpg","","in","Prabumulih - Sumatera selatan","0","0","0","https://x.com/LantasPBM/status/1849585072338518459","1646982366","LantasPBM"
"1849584838577356875","Thu Oct 24 22:52:43 +0000 2024","1","Giat Patroli Subuh Piket 10.50 Sat Lantas Prabumulih di Jl. Jend. Sudirman Kota Prabumulih. Jumat 25 Oktober 2024. @NTMCLantasPolri @SosmedNtmc @PolisiSumsel @ResPbm @sumsel_polda @Spripim_Polri #kapoldasumsel #kapolresprabumulih https://t.co/n6BuNcCUf5","1849584838577356875","https://pbs.twimg.com/media/GasLaOracAA8Woz.jpg","","in","Prabumulih - Sumatera selatan","0","0","0","https://x.com/LantasPBM/status/1849584838577356875","1646982366","LantasPBM"
"1849490710401368364","Thu Oct 24 22:51:33 +0000 2024","0","@WiniYlita @DivHumas_Polri @ahriesonta Penjual seprei ada ajah gebrakannya ngedoain yg jelek jelek mulu. Blm menang giveaway kali tuh orang.","1849584542849565176","","WiniYlita","in","in ur Heart","0","1","0","https://x.com/RyantiTashi/status/1849584542849565176","71484643","RyantiTashi"
"1849584486331363361","Thu Oct 24 22:51:19 +0000 2024","0","kalo ini benar adanya sebaiknya 'polri' diReinstall saja kalo msih dipertahankan akan semakin blunder","1849584486331363361","","","in","Indonesia","0","0","0","https://x.com/swan_phn/status/1849584486331363361","1469274232978743300","swan_phn"
"1849357100482474430","Thu Oct 24 22:49:14 +0000 2024","0","@ben_yelet @henry8980019976 @msaid_didu @DivHumas_Polri sama anjing maksudnya ","1849583958650224982","","ben_yelet","in","","0","1","0","https://x.com/EdanSingWaras/status/1849583958650224982","1842250709221462016","EdanSingWaras"
"1849583685382877500","Thu Oct 24 22:48:08 +0000 2024","0","Respon Cepat Polres Metro Jakarta Pusat atas keresahan Aksi Tawuran dan Peredaran Obat Keras Tramadol @kapoldametrojaya @adeary_milcop @divisihumaspolri @spripim.polri #kapoldametrojaya #poldametrojaya #humaspoldametrojaya #kabarpmj #HarusDariSaya https://t.co/EtPgYRh8Mp","1849583685382877500","","","in","Bekasi, Jawa Barat","0","0","0","https://x.com/HumasTambelang/status/1849583685382877500","1112389266175221761","HumasTambelang"
"1849453593084186888","Thu Oct 24 22:47:50 +0000 2024","14","@papa_loren @KejaksaanRI @ListyoSigitP ini intervensi namanya agar kasus seakan surpriyani yg melakukan. padahal sudah sidang tak ada kaitannya lagi dengan kepolisian. semua bakal terbuka dipersidangan. kenapa polisi yg malah jadi seakan takut kalau terbuka. bukti polri tidak netral di kasus ini","1849583606387363969","","papa_loren","in","","0","0","4","https://x.com/lopi_sembiring/status/1849583606387363969","797421402185867268","lopi_sembiring"
"1849456113823162725","Thu Oct 24 22:47:02 +0000 2024","0","@KaredokLeunca__ @fahrurrosidi @DivHumas_Polri @ListyoSigitP @propampolri @KejaksaanRI @ST_Burhanuddin @ahriesonta 50 jt sih mayan mak","1849583406881161405","","KaredokLeunca__","in","","0","0","0","https://x.com/Sgrdamai/status/1849583406881161405","193623463","Sgrdamai"
"1849582583879008433","Thu Oct 24 22:43:46 +0000 2024","0","khawarij medsos tolol yg sok jago kau ni!! ni sdh masuk pengancaman lo nanti di datangi densus Kau ini nangis2 dan playing victim. malu2 in umat islam sj kau ini @DivHumas_Polri @_TNIAU @Puspen_TNI","1849582583879008433","","","in","","0","0","0","https://x.com/DenJkw/status/1849582583879008433","1210102654401036289","DenJkw"
"1849334059320623360","Thu Oct 24 22:38:01 +0000 2024","0","@liaasister Istri si wibowo harus gantian dipenjarakan karena pembohongan publik dan memfitnah orang lain. Si wibowobjg harus kena sanksi karena aparatur negara tp tidak bisa mendidik keluarganya. @ListyoSigitP @DivHumas_Polri @txtdrjkt @detikcom @NarasiNewsroom @kumparan @kegblgnunfaedh","1849581139658408085","","liaasister","in","Indonesia","0","0","0","https://x.com/mobiliof90/status/1849581139658408085","58428471","mobiliof90"
"1849334059320623360","Thu Oct 24 22:33:43 +0000 2024","0","@liaasister Heran tapi ini Indonesia. Masak iya sekelas guru honorer bs bayarin aksi segitu banyak dan bayar Buzzer? Mereka bergerak krn empati dan simpati pada sang guru...woy @ListyoSigitP dimane lu? Diem2 bae...@DivHumas_Polri ngapain aja lu? Masak yg gini² lu pada ga tau sik","1849580054889758736","","liaasister","in","Indonesia","0","0","0","https://x.com/masbimabimo/status/1849580054889758736","454145625","masbimabimo"
"1849334059320623360","Thu Oct 24 22:26:59 +0000 2024","0","@liaasister Ini sangat memalukan sekali kelakuan para oknum wereng coklat mulai dari pelaku dan para penyidik kelihatan sekali memaksakan kasus yg tdk sesuai dgn pakta alias asal jdi perkara bisa di sidangkan. tlg @DivHumas_Polri Bpk @ListyoSigitP di evaluasi para oknum ini.tkd profesional.","1849578362286854502","","liaasister","in","","0","0","0","https://x.com/HaryadiTon/status/1849578362286854502","1524909928439492608","HaryadiTon"
"1849334059320623360","Thu Oct 24 22:24:49 +0000 2024","0","@liaasister pak kopolri tolong hal ini disikapi dgn se adil²nx anak buah bpk ini sebaiknya dipecat sj karena tabiat yg buruk tdk ada kompromi pemerasan menambah daftar buruk institusi polri. bagaimana rakyat mau percaya ke polri jika trus spti ini ayomi lah kami lindungi kmi RAKYAT","1849577814288368056","","liaasister","in","Indonesia","0","0","0","https://x.com/bangbay75/status/1849577814288368056","1831121336330276864","bangbay75"
"1849353312476500430","Thu Oct 24 22:23:21 +0000 2024","0","@ronavioleta Para Pensiunan PNS TNI POLRI yg berutang ke Bank jaminan SK pensiun terpaksa meminjam krn kebutuhan krn gaji kecil juga pasti ngiri mereka pensiunan mengabdi kpd Negara ini puluhan tahun yg dr TNI POLRI mempertahankan NKRI HARGA MATI DGN PERTARUHKAN JIWA RAGA","1849577448503124368","","ronavioleta","in","","0","0","0","https://x.com/Budionotaslim3/status/1849577448503124368","1395713255637585923","Budionotaslim3"
"1849572189185749184","Thu Oct 24 22:02:27 +0000 2024","0","Jaga persatuan dan kesatuan. Mari kita jaga persatuan dan kesatuan di tengah keberagaman. Jangan biarkan perbedaan pilihan memecah belah kita. -Official Polres Tuban #polisi #police #polisiviral #polisijatim #viralindonesia #polri #polripresisi #polisiindonesia https://t.co/Xgs8gwffOV","1849572189185749184","https://pbs.twimg.com/media/GasAGjYaAAMfTvq.jpg","","in","","0","0","0","https://x.com/arisset64184652/status/1849572189185749184","1373052115547951106","arisset64184652"
"1848979975816568967","Thu Oct 24 22:01:14 +0000 2024","0","@NarasiNewsroom Berarti pelanggaran hukum di daerah sangat masif ya. Kasus mafia mafia seperti ini bisa jadi sudah biasa. Kepada Yth Presiden RI @prabowo @setkabgoid @KemensetnegRI tolong benahi dengan tegas Polri. Jika penegak hukum rusak bagaimana bisa Anda memakmurkan NKRI","1849571880308797470","","NarasiNewsroom","in","Lelaki yg mencari_Mu","0","0","0","https://x.com/kipyiksamgong/status/1849571880308797470","985730749209788416","kipyiksamgong"
"1849570208249413924","Thu Oct 24 21:54:35 +0000 2024","0","Gaya2 penyidik kepolisian ngga pernah berubah suruh ngaku tolong Pak @ListyoSigitP @DivHumas_Polri https://t.co/404URq5CY0 Sidang perdana kasus guru honorer Supriyani dituduh menganiaya siswanya bergulir di PN Andoolo Konawe Selatan. Massa PGRI beri dukungan solidaritas.","1849570208249413924","","","in","Pasar Minggu , Pejaten Barat ","0","0","0","https://x.com/Bams_666/status/1849570208249413924","1065955579200385025","Bams_666"
"1849334059320623360","Thu Oct 24 21:51:32 +0000 2024","3","@liaasister Berarti kinerja Polri harus diperbaiki. Anggota Polri yg terlibat dikasus ini seharusnya dipecat&amp;dihukum karena melakukan tindakan penahanan dengan bukti yg tidak benar. Dikhawatirkan sudah menjadi kebiasaan. @DivHumas_Polri @setkabgoid @Kemdikbud_RI","1849569439383277669","","liaasister","in","Lelaki yg mencari_Mu","0","0","0","https://x.com/kipyiksamgong/status/1849569439383277669","985730749209788416","kipyiksamgong"
"1849343732061237409","Thu Oct 24 21:47:36 +0000 2024","0","@folkshittmedia @DivHumas_Polri tangkap orang ini pak udah menantang petugas","1849568449196110081","","folkshittmedia","in","","0","0","0","https://x.com/nugi930409/status/1849568449196110081","1838833092041281539","nugi930409"
"1849249254902296981","Thu Oct 24 21:46:54 +0000 2024","0","@Zahra_Humairah_ @prabowo @kapoldametro @CCICPolri @DivHumas_Polri @ListyoSigitP akun meresahkan","1849568275610599566","","Zahra_Humairah_","in","","0","0","0","https://x.com/clearbyE/status/1849568275610599566","1627982715944595456","clearbyE"
"1849568167397662750","Thu Oct 24 21:46:29 +0000 2024","0","Selamat memperingati Hari Peradaban Orang Papua ke-99 tahun #peradaban #peradabanorangpapua #aitumeri #polrihumanis #polripresisi @humas_poldaPB @DivHumas_Polri https://t.co/CXMmnGuXaY","1849568167397662750","https://pbs.twimg.com/media/Gar8bpgaAAEeirq.jpg","","in","","0","0","0","https://x.com/PolresTW/status/1849568167397662750","1468109313977683978","PolresTW"
"1849334059320623360","Thu Oct 24 21:45:38 +0000 2024","1","@liaasister @GMambruk @TopRandomVideos Warming keras nih buat kejaksaan agung jangan sampai kasus cirebon terjadi di seluruh NKRI. Harapan kita tinggal kejaksaan yang bisa memvalidasi kasus dg baik. Karena kita berharap polri ada pembenahan tapi terus aja terjadi kasus semacam ini. Harus ada lembaga lain yg kredible.","1849567955165773838","","liaasister","in","","0","0","0","https://x.com/anggara_aj44512/status/1849567955165773838","1817681326868439040","anggara_aj44512"
"1849567126341943379","Thu Oct 24 21:42:20 +0000 2024","0","33 Hari menuju pemungutan suara Pilkada Serentak 2024 #ompkuri2024 #pilkada2024 #pilkadadamai #polrihumanis #polripresisi @humas_poldaPB @DivHumas_Polri https://t.co/ll3Abr4Ww3","1849567126341943379","https://pbs.twimg.com/media/Gar7fEPawAAh1tJ.jpg","","in","","0","0","0","https://x.com/PolresTW/status/1849567126341943379","1468109313977683978","PolresTW"
"1849480154537709938","Thu Oct 24 21:34:16 +0000 2024","1","@Rizieq_Sangean @DivHumas_Polri @Puspen_TNI @CCICPolri @prabowo @gibran_tweet Aku berharap di pemerintahan Pak Prabowo bisa ditindak dg tegas tapi yg jadi pertanyaan apakah berani menangkap nya banyak pendakwah memprovokasi warga yg tujuan nya buat gaduh NKRI contoh wayang yg adalah budaya luhur Nusantara di bilang haram dan banyak lagi contoh lainnya","1849565094101086379","","Rizieq_Sangean","in","","0","2","0","https://x.com/NataYans4212/status/1849565094101086379","1837983935768498176","NataYans4212"
"1849029788595618047","Thu Oct 24 21:29:09 +0000 2024","0","@dhemit_is_back @polda_bali @DivHumas_Polri nama Negara bainya ga usah dicantumkan dispanduk jika untuk buat keonaran dan keresahan dimasyarakat.","1849563805149483350","","dhemit_is_back","in","","0","0","0","https://x.com/bukanplatmerah/status/1849563805149483350","1774853275734753280","bukanplatmerah"
"1849334059320623360","Thu Oct 24 21:28:46 +0000 2024","0","@liaasister @DivHumas_Polri silakan anggotanya ditindak Min termasuk istrinya. Kasihan Guru yang sudah dipenjara karena fitnah keji suami istri itu.","1849563709196411087","","liaasister","in","Solo City ","0","0","0","https://x.com/Shaggy_Solo/status/1849563709196411087","229316686","Shaggy_Solo"
"1848943752435667140","Thu Oct 24 21:28:20 +0000 2024","0","@03__nakula Gimana bang @DivHumas_Polri @Puspen_TNI @Kemenkumham_RI","1849563600253485280","","03__nakula","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Riskyapaa/status/1849563600253485280","1009213307293585408","Riskyapaa"
"1849046918435078600","Thu Oct 24 21:26:11 +0000 2024","0","@jaksapedia @DivHumas_Polri @KejaksaanRI @KPK_RI @Puspen_TNI Modar o kowe! Hakim Sinting!","1849563059641254342","","jaksapedia","in","Kettering, Northamptonshire","0","0","0","https://x.com/husain_fikri/status/1849563059641254342","990696631","husain_fikri"
"1849029788595618047","Thu Oct 24 21:26:07 +0000 2024","1","@dhemit_is_back @polda_bali @DivHumas_Polri Model premanisme seperti ini kenapa masih terus dipelihara pak @ahriesonta ? Grib itu dibawah komando Hercules https://t.co/HGApjt5RiS","1849563042201338216","https://pbs.twimg.com/media/Gar3yPeaYAAKODa.jpg","dhemit_is_back","in","Jambi Selatan, Indonesia","0","0","0","https://x.com/njogolathi/status/1849563042201338216","44338807","njogolathi"
"1849327726005809572","Thu Oct 24 21:21:25 +0000 2024","1","@RK_Lamongan Kasus seperti ini selayak mendapat atensi dari @ListyoSigitP @DivHumas_Polri @poldasulsel_ @ahriesonta @KaredokLeunca__","1849561862029132097","","RK_Lamongan","in","","0","1","0","https://x.com/ebe_ganzo/status/1849561862029132097","1449222685678968837","ebe_ganzo"
"1849560135053738011","Thu Oct 24 21:14:34 +0000 2024","0","Menurut saya jika bu guru Supriyani merasa tdk melakukan pemukulan terhadap murid tsb sebaiknya lapor balik ke Polda atau Mabes untuk pemulihan nama baiknya saya yakin akan dibantu oleh @PBPGRI_OFFICIAL @Itjen_Kemdikbud @ListyoSigitP @DivHumas_Polri https://t.co/x5z1a1MEbl","1849560135053738011","","","in","","0","0","0","https://x.com/ebe_ganzo/status/1849560135053738011","1449222685678968837","ebe_ganzo"
"1849237761259364826","Thu Oct 24 21:14:10 +0000 2024","0","@mas_veel @DivHumas_Polri @Puspen_TNI @Menkopolhukam @kemendagri @Itjen_Kemdikbud Pakde @jokowi apakah siap jadi khalifah ","1849560036772872418","","mas_veel","in","Tangerang, Indonesia","0","0","0","https://x.com/BipJr/status/1849560036772872418","255482966","BipJr"
"1849334059320623360","Thu Oct 24 21:13:30 +0000 2024","0","@liaasister Ini PARAH....ini PARAH...ini PARAH... HARUS dilakukan penegakan hukum yg ADIL @Polripresisi @DivHumas_Polri @KomnasHAM @prabowo @pra","1849559867712995567","","liaasister","in","","0","0","0","https://x.com/Tio_Rud/status/1849559867712995567","845878078924500992","Tio_Rud"
"1849010484776952287","Thu Oct 24 21:07:18 +0000 2024","0","@yaniarsim @ListyoSigitP Internal kepolisian.. krn viral dan bkin gaduh di masyarakat akhirnya masalah jdi membumi.. baiknya paminal mabes polri turun tangan.. @ListyoSigitP @DivHumas_Polri","1849558307289301451","","yaniarsim","in","SOERABAIA","0","0","0","https://x.com/AdolfWinn/status/1849558307289301451","1967942336","AdolfWinn"
